,url
173,https://www.sozcu.com.tr/2023/gundem/chpli-ve-iyi-partili-siyasetciler-arasinda-cikar-grubu-polemigi-7805837/
174,https://www.sozcu.com.tr/2023/gundem/avrupa-konseyi-demirtas-serbest-birakilmali-7809955/
175,https://www.sozcu.com.tr/2023/gunun-icinden/yine-traktor-faciasi-7806057/
176,https://www.sozcu.com.tr/2023/egitim/ihlde-32-derslikten-28i-ogrencisizlikten-curuyor-7797484/
177,https://www.sozcu.com.tr/2023/dunya/trumpin-eski-ozel-kalem-muduru-meadows-teslim-oldu-7782692/
178,https://www.sozcu.com.tr/spor/futbol/uefa-avrupa-konferans-liginde-fenerbahce-besiktas-ve-adana-demirsporun-tur-gunu-7775314/
179,https://www.sozcu.com.tr/2023/gundem/son-dakika-caretta-yuvasinin-uzerinde-mangal-yaktilar-7774547/
180,https://www.sozcu.com.tr/2023/yazarlar/rahmi-turan/sabir-tasi-olduk-7783621/
181,https://www.sozcu.com.tr/2023/dunya/suriyede-yerel-asiretler-pkkya-karsi-ayaklandi-7787866/
182,https://www.sozcu.com.tr/2023/dunya/trumptan-abd-genelkurmay-baskani-milleye-idamlik-bir-suc-isledi-7813613/
183,https://www.sozcu.com.tr/2023/dunya/galler-prensesi-kate-middleton-narkotik-kopegi-tarafindan-arandi-7800727/
184,https://www.sozcu.com.tr/2023/gundem/vekiller-siginmacilarin-anlattiklarina-inanamadi-yarim-saatte-sanliurfadayiz-7803927/
185,https://www.sozcu.com.tr/2023/gundem/balkonda-olume-2-tutuklama-7789377/
186,https://www.sozcu.com.tr/2023/ekonomi/hazine-365-milyar-lira-borclandi-7806167/
187,https://www.sozcu.com.tr/2023/gunun-icinden/kizilirmaktan-cansiz-bedeni-cikti-7778846/
188,https://www.sozcu.com.tr/2023/gundem/zonguldakta-kadina-siddet-eski-esini-yumrukla-bayiltti-7795241/
189,https://www.sozcu.com.tr/spor/diger-sporlar/turkiye-a-milli-kadin-hentbol-takiminin-aday-kadrosu-belli-oldu-7812321/
190,https://www.sozcu.com.tr/2023/gundem/saglik-raporu-vermedigi-iddiasiyla-darbedilen-doktor-sikayetci-oldu-7772774/
191,https://www.sozcu.com.tr/2023/gunun-icinden/mahalle-muhtari-tartistigi-kisiyi-bacaklarindan-vurdu-7777464/
192,https://www.sozcu.com.tr/spor/futbol/gaziantep-fkde-hakem-tepkisi-7774819/
193,https://www.sozcu.com.tr/2023/yazarlar/mesut-parlak/batakliklar-kurutulsun-7816089/
194,https://www.sozcu.com.tr/spor/dunyadan-spor/simona-halepe-4-yil-men-cezasi-7800744/
195,https://www.sozcu.com.tr/2023/dunya/libyada-catismalar-siddetlendi-universiteler-egitime-ara-verdi-7773247/
196,https://www.sozcu.com.tr/2023/gundem/aydinda-saganak-hayati-felc-etti-7785221/
197,https://www.sozcu.com.tr/spor/diger-sporlar/karamursel-yagli-pehlivan-gureslerinde-huseyin-gumusalan-baspehlivan-oldu-7816512/
198,https://www.sozcu.com.tr/2023/gunun-icinden/alkollu-surucunun-kullandigi-hafriyat-kamyonu-yan-yatti-7810279/
199,https://www.sozcu.com.tr/2023/gundem/aci-haberler-pes-pese-geldi-7805276/
200,https://www.sozcu.com.tr/2023/gunun-icinden/iside-para-toplayan-6-kisiden-3u-tutuklandi-7770616/
201,https://www.sozcu.com.tr/2023/gundem/munevverin-ayin-icin-olduruldugu-suphesi-iddianamede-var-7771994/
202,https://www.sozcu.com.tr/spor/dunyadan-spor/marco-verratti-katara-gitti-7801904/
203,https://www.sozcu.com.tr/2023/gundem/hasta-yakinlari-demir-sopayla-saldirdi-doktor-yogun-bakimda-7777912/
204,https://www.sozcu.com.tr/spor/futbol/okan-burukun-isi-zor-7811836/
205,https://www.sozcu.com.tr/2023/gundem/babasini-olduren-3-yasindaki-cocuk-icin-karar-verildi-7807791/
206,https://www.sozcu.com.tr/2023/gundem/evde-kavga-cikti-silahlar-patladi-1-olu-3-yarali-7778166/
207,https://www.sozcu.com.tr/2023/ekonomi/hak-isten-kidem-tazminati-cikisi-7810566/
208,https://www.sozcu.com.tr/2023/ekonomi/2023un-ilk-sekiz-ayinda-1255-isci-yasamini-yitirdi-7798483/
209,https://www.sozcu.com.tr/2023/saglik/turk-tabipleri-birliginden-yeni-corona-varyanti-uyarisi-7787180/
210,https://www.sozcu.com.tr/2023/saglik/doktorlardan-kalici-oje-uyarisi-7791576/
211,https://www.sozcu.com.tr/spor/basketbol/fiba-kadinlar-eurobasket-2025-ev-sahipleri-belli-oldu-7795889/
212,https://www.sozcu.com.tr/2023/saglik/orduda-sahte-hemsire-iddiasina-inceleme-7803555/
213,https://www.sozcu.com.tr/spor/futbol/bandirmaspor-genclerbirligini-farkli-yendi-7811536/
214,https://www.sozcu.com.tr/2023/gundem/erdogandan-chpli-vekile-terorist-musveddesi-7802546/
215,https://www.sozcu.com.tr/2023/gunun-icinden/hastanenin-sogutma-sistemlerinde-asiri-sicak-arizasi-7773518/
216,https://www.sozcu.com.tr/2023/ekonomi/ekonomi-koordinasyon-kurulundan-yastik-alti-altin-aciklamasi-7814985/
217,https://www.sozcu.com.tr/2023/gundem/iski-abonelerine-dikkat-ceken-mesaj-7784316/
218,https://www.sozcu.com.tr/2023/saglik/evli-erkeklerle-ilgili-carpici-arastirma-bekarlara-gore-daha-dusuk-7786619/
219,https://www.sozcu.com.tr/2023/gundem/balikesirde-orman-yangini-15-7779461/
220,https://www.sozcu.com.tr/spor/futbol/okan-buruk-galatasarayin-tarihine-gecti-7787409/
221,https://www.sozcu.com.tr/2023/gunun-icinden/doganayin-olumu-sonrasi-eylem-yaptilar-7775031/
222,https://www.sozcu.com.tr/2023/gundem/malatyadaki-deprem-sonrasi-hasan-sozbilir-uyardi-yeniden-aktif-olmus-olabilir-7782070/
223,https://www.sozcu.com.tr/spor/futbol/istanbulspor-teknik-sorumlusu-olcay-demir-fatih-tekkenin-ayrilisi-sok-yaratti-7813595/
224,https://www.sozcu.com.tr/2023/ekonomi/koc-ceosu-ovpnin-kararlilikla-uygulanmasi-onemli-7807611/
225,https://www.sozcu.com.tr/spor/futbol/a-milli-futbol-takiminda-iflasin-esigine-gelindi-kuntztan-sonra-fatih-terim-7801985/
226,https://www.sozcu.com.tr/2023/ekonomi/petrol-fiyatlari-son-bir-yilin-zirvesinde-7814659/
227,https://www.sozcu.com.tr/2023/saglik/bagisiklik-sisteminiz-kisa-hazir-mi-7817205/
228,https://www.sozcu.com.tr/2023/gundem/fransiz-kadin-avcilar-tarafindan-bu-halde-buldu-7812456/
229,https://www.sozcu.com.tr/2023/ekonomi/issizlik-rakamlari-aciklandi-48-7799062/
230,https://www.sozcu.com.tr/2023/gundem/aycicek-hasadinda-korkunc-olum-bicerdovere-dustu-7803524/
231,https://www.sozcu.com.tr/2023/egitim/ilkokul-kayitlari-ne-basliyor-ilkokul-kayit-tarihleri-7772064/
